elevation,pps
183,POINT (40.562916666666666 47.998194444444444)
183,POINT (40.562916666666666 47.998472222222226)
184,POINT (40.562916666666666 47.99875)
183,POINT (40.562916666666666 47.999027777777783)
183,POINT (40.562916666666666 47.999305555555559)
183,POINT (40.562916666666666 47.999583333333334)
182,POINT (40.562916666666666 47.999861111111116)
175,POINT (40.562916666666666 48.000972222222224)
173,POINT (40.562916666666666 48.00125)
172,POINT (40.562916666666666 48.001527777777781)
172,POINT (40.562916666666666 48.001805555555556)
172,POINT (40.562916666666666 48.002083333333339)
170,POINT (40.562916666666666 48.002361111111114)
168,POINT (40.562916666666666 48.002638888888889)
168,POINT (40.562916666666666 48.002916666666671)
168,POINT (40.562916666666666 48.003194444444446)
170,POINT (40.562916666666666 48.003472222222221)
170,POINT (40.562916666666666 48.003750000000004)
171,POINT (40.562916666666666 48.004027777777779)
172,POINT (40.562916666666666 48.004305555555561)
173,POINT (40.562916666666666 48.004583333333336)
175,POINT (40.562916666666666 48.004861111111111)
176,POINT (40.562916666666666 48.005138888888894)
177,POINT (40.562916666666666 48.005416666666669)
177,POINT (40.562916666666666 48.005694444444444)
178,POINT (40.562916666666666 48.005972222222226)
178,POINT (40.562916666666666 48.00625)
178,POINT (40.562916666666666 48.006527777777777)
170,POINT (40.563194444444449 47.99125)
170,POINT (40.563194444444449 47.991527777777783)
171,POINT (40.563194444444449 47.991805555555558)
172,POINT (40.563194444444449 47.992083333333333)
173,POINT (40.563194444444449 47.992361111111116)
174,POINT (40.563194444444449 47.992638888888891)
174,POINT (40.563194444444449 47.992916666666666)
175,POINT (40.563194444444449 47.993194444444448)
175,POINT (40.563194444444449 47.993472222222223)
176,POINT (40.563194444444449 47.993750000000006)
176,POINT (40.563194444444449 47.994027777777781)
177,POINT (40.563194444444449 47.994305555555556)
178,POINT (40.563194444444449 47.994583333333338)
178,POINT (40.563194444444449 47.994861111111113)
180,POINT (40.563194444444449 47.995138888888889)
181,POINT (40.563194444444449 47.995416666666671)
183,POINT (40.563194444444449 47.995694444444446)
184,POINT (40.563194444444449 47.995972222222221)
185,POINT (40.563194444444449 47.99625)
185,POINT (40.563194444444449 47.996527777777779)
185,POINT (40.563194444444449 47.996805555555561)
186,POINT (40.563194444444449 47.997083333333336)
185,POINT (40.563194444444449 47.997361111111111)
184,POINT (40.563194444444449 47.997638888888893)
183,POINT (40.563194444444449 47.997916666666669)
183,POINT (40.563194444444449 47.998194444444444)
184,POINT (40.563194444444449 47.998472222222226)
184,POINT (40.563194444444449 47.99875)
184,POINT (40.563194444444449 47.999027777777783)
183,POINT (40.563194444444449 47.999305555555559)
183,POINT (40.563194444444449 47.999583333333334)
182,POINT (40.563194444444449 47.999861111111116)
175,POINT (40.563194444444449 48.000972222222224)
173,POINT (40.563194444444449 48.00125)
172,POINT (40.563194444444449 48.001527777777781)
172,POINT (40.563194444444449 48.001805555555556)
172,POINT (40.563194444444449 48.002083333333339)
170,POINT (40.563194444444449 48.002361111111114)
169,POINT (40.563194444444449 48.002638888888889)
168,POINT (40.563194444444449 48.002916666666671)
168,POINT (40.563194444444449 48.003194444444446)
170,POINT (40.563194444444449 48.003472222222221)
171,POINT (40.563194444444449 48.003750000000004)
171,POINT (40.563194444444449 48.004027777777779)
172,POINT (40.563194444444449 48.004305555555561)
174,POINT (40.563194444444449 48.004583333333336)
175,POINT (40.563194444444449 48.004861111111111)
176,POINT (40.563194444444449 48.005138888888894)
177,POINT (40.563194444444449 48.005416666666669)
177,POINT (40.563194444444449 48.005694444444444)
178,POINT (40.563194444444449 48.005972222222226)
178,POINT (40.563194444444449 48.00625)
178,POINT (40.563194444444449 48.006527777777777)
171,POINT (40.563472222222224 47.99125)
171,POINT (40.563472222222224 47.991527777777783)
172,POINT (40.563472222222224 47.991805555555558)
172,POINT (40.563472222222224 47.992083333333333)
173,POINT (40.563472222222224 47.992361111111116)
174,POINT (40.563472222222224 47.992638888888891)
174,POINT (40.563472222222224 47.992916666666666)
175,POINT (40.563472222222224 47.993194444444448)
175,POINT (40.563472222222224 47.993472222222223)
176,POINT (40.563472222222224 47.993750000000006)
176,POINT (40.563472222222224 47.994027777777781)
177,POINT (40.563472222222224 47.994305555555556)
177,POINT (40.563472222222224 47.994583333333338)
178,POINT (40.563472222222224 47.994861111111113)
180,POINT (40.563472222222224 47.995138888888889)
181,POINT (40.563472222222224 47.995416666666671)
182,POINT (40.563472222222224 47.995694444444446)
184,POINT (40.563472222222224 47.995972222222221)
184,POINT (40.563472222222224 47.99625)
184,POINT (40.563472222222224 47.996527777777779)
185,POINT (40.563472222222224 47.996805555555561)
185,POINT (40.563472222222224 47.997083333333336)
185,POINT (40.563472222222224 47.997361111111111)
185,POINT (40.563472222222224 47.997638888888893)
185,POINT (40.563472222222224 47.997916666666669)
184,POINT (40.563472222222224 47.998194444444444)
184,POINT (40.563472222222224 47.998472222222226)
184,POINT (40.563472222222224 47.99875)
184,POINT (40.563472222222224 47.999027777777783)
182,POINT (40.563472222222224 47.999305555555559)
182,POINT (40.563472222222224 47.999583333333334)
181,POINT (40.563472222222224 47.999861111111116)
174,POINT (40.563472222222224 48.000972222222224)
173,POINT (40.563472222222224 48.00125)
172,POINT (40.563472222222224 48.001527777777781)
172,POINT (40.563472222222224 48.001805555555556)
172,POINT (40.563472222222224 48.002083333333339)
171,POINT (40.563472222222224 48.002361111111114)
169,POINT (40.563472222222224 48.002638888888889)
169,POINT (40.563472222222224 48.002916666666671)
168,POINT (40.563472222222224 48.003194444444446)
170,POINT (40.563472222222224 48.003472222222221)
171,POINT (40.563472222222224 48.003750000000004)
172,POINT (40.563472222222224 48.004027777777779)
172,POINT (40.563472222222224 48.004305555555561)
174,POINT (40.563472222222224 48.004583333333336)
175,POINT (40.563472222222224 48.004861111111111)
176,POINT (40.563472222222224 48.005138888888894)
176,POINT (40.563472222222224 48.005416666666669)
177,POINT (40.563472222222224 48.005694444444444)
178,POINT (40.563472222222224 48.005972222222226)
178,POINT (40.563472222222224 48.00625)
178,POINT (40.563472222222224 48.006527777777777)
171,POINT (40.56375 47.99125)
172,POINT (40.56375 47.991527777777783)
173,POINT (40.56375 47.991805555555558)
173,POINT (40.56375 47.992083333333333)
174,POINT (40.56375 47.992361111111116)
175,POINT (40.56375 47.992638888888891)
175,POINT (40.56375 47.992916666666666)
175,POINT (40.56375 47.993194444444448)
176,POINT (40.56375 47.993472222222223)
176,POINT (40.56375 47.993750000000006)
176,POINT (40.56375 47.994027777777781)
177,POINT (40.56375 47.994305555555556)
178,POINT (40.56375 47.994583333333338)
178,POINT (40.56375 47.994861111111113)
180,POINT (40.56375 47.995138888888889)
180,POINT (40.56375 47.995416666666671)
181,POINT (40.56375 47.995694444444446)
183,POINT (40.56375 47.995972222222221)
184,POINT (40.56375 47.99625)
184,POINT (40.56375 47.996527777777779)
184,POINT (40.56375 47.996805555555561)
185,POINT (40.56375 47.997083333333336)
185,POINT (40.56375 47.997361111111111)
185,POINT (40.56375 47.997638888888893)
185,POINT (40.56375 47.997916666666669)
185,POINT (40.56375 47.998194444444444)
184,POINT (40.56375 47.998472222222226)
184,POINT (40.56375 47.99875)
184,POINT (40.56375 47.999027777777783)
182,POINT (40.56375 47.999305555555559)
182,POINT (40.56375 47.999583333333334)
181,POINT (40.56375 47.999861111111116)
174,POINT (40.56375 48.000972222222224)
173,POINT (40.56375 48.00125)
172,POINT (40.56375 48.001527777777781)
172,POINT (40.56375 48.001805555555556)
172,POINT (40.56375 48.002083333333339)
171,POINT (40.56375 48.002361111111114)
169,POINT (40.56375 48.002638888888889)
169,POINT (40.56375 48.002916666666671)
169,POINT (40.56375 48.003194444444446)
170,POINT (40.56375 48.003472222222221)
172,POINT (40.56375 48.003750000000004)
172,POINT (40.56375 48.004027777777779)
172,POINT (40.56375 48.004305555555561)
173,POINT (40.56375 48.004583333333336)
175,POINT (40.56375 48.004861111111111)
176,POINT (40.56375 48.005138888888894)
177,POINT (40.56375 48.005416666666669)
178,POINT (40.56375 48.005694444444444)
178,POINT (40.56375 48.005972222222226)
178,POINT (40.56375 48.00625)
178,POINT (40.56375 48.006527777777777)
171,POINT (40.564027777777781 47.99125)
173,POINT (40.564027777777781 47.991527777777783)
173,POINT (40.564027777777781 47.991805555555558)
173,POINT (40.564027777777781 47.992083333333333)
174,POINT (40.564027777777781 47.992361111111116)
175,POINT (40.564027777777781 47.992638888888891)
176,POINT (40.564027777777781 47.992916666666666)
176,POINT (40.564027777777781 47.993194444444448)
176,POINT (40.564027777777781 47.993472222222223)
176,POINT (40.564027777777781 47.993750000000006)
177,POINT (40.564027777777781 47.994027777777781)
178,POINT (40.564027777777781 47.994305555555556)
178,POINT (40.564027777777781 47.994583333333338)
178,POINT (40.564027777777781 47.994861111111113)
180,POINT (40.564027777777781 47.995138888888889)
180,POINT (40.564027777777781 47.995416666666671)
181,POINT (40.564027777777781 47.995694444444446)
182,POINT (40.564027777777781 47.995972222222221)
183,POINT (40.564027777777781 47.99625)
183,POINT (40.564027777777781 47.996527777777779)
184,POINT (40.564027777777781 47.996805555555561)
184,POINT (40.564027777777781 47.997083333333336)
185,POINT (40.564027777777781 47.997361111111111)
185,POINT (40.564027777777781 47.997638888888893)
185,POINT (40.564027777777781 47.997916666666669)
184,POINT (40.564027777777781 47.998194444444444)
184,POINT (40.564027777777781 47.998472222222226)
184,POINT (40.564027777777781 47.99875)
183,POINT (40.564027777777781 47.999027777777783)
182,POINT (40.564027777777781 47.999305555555559)
181,POINT (40.564027777777781 47.999583333333334)
180,POINT (40.564027777777781 47.999861111111116)
175,POINT (40.564027777777781 48.000972222222224)
174,POINT (40.564027777777781 48.00125)
173,POINT (40.564027777777781 48.001527777777781)
172,POINT (40.564027777777781 48.001805555555556)
172,POINT (40.564027777777781 48.002083333333339)
171,POINT (40.564027777777781 48.002361111111114)
170,POINT (40.564027777777781 48.002638888888889)
169,POINT (40.564027777777781 48.002916666666671)
170,POINT (40.564027777777781 48.003194444444446)
171,POINT (40.564027777777781 48.003472222222221)
172,POINT (40.564027777777781 48.003750000000004)
173,POINT (40.564027777777781 48.004027777777779)
173,POINT (40.564027777777781 48.004305555555561)
174,POINT (40.564027777777781 48.004583333333336)
175,POINT (40.564027777777781 48.004861111111111)
176,POINT (40.564027777777781 48.005138888888894)
177,POINT (40.564027777777781 48.005416666666669)
178,POINT (40.564027777777781 48.005694444444444)
178,POINT (40.564027777777781 48.005972222222226)
178,POINT (40.564027777777781 48.00625)
178,POINT (40.564027777777781 48.006527777777777)
171,POINT (40.564305555555556 47.99125)
173,POINT (40.564305555555556 47.991527777777783)
174,POINT (40.564305555555556 47.991805555555558)
174,POINT (40.564305555555556 47.992083333333333)
174,POINT (40.564305555555556 47.992361111111116)
176,POINT (40.564305555555556 47.992638888888891)
177,POINT (40.564305555555556 47.992916666666666)
177,POINT (40.564305555555556 47.993194444444448)
178,POINT (40.564305555555556 47.993472222222223)
177,POINT (40.564305555555556 47.993750000000006)
177,POINT (40.564305555555556 47.994027777777781)
178,POINT (40.564305555555556 47.994305555555556)
179,POINT (40.564305555555556 47.994583333333338)
179,POINT (40.564305555555556 47.994861111111113)
180,POINT (40.564305555555556 47.995138888888889)
180,POINT (40.564305555555556 47.995416666666671)
181,POINT (40.564305555555556 47.995694444444446)
182,POINT (40.564305555555556 47.995972222222221)
183,POINT (40.564305555555556 47.99625)
183,POINT (40.564305555555556 47.996527777777779)
184,POINT (40.564305555555556 47.996805555555561)
184,POINT (40.564305555555556 47.997083333333336)
185,POINT (40.564305555555556 47.997361111111111)
185,POINT (40.564305555555556 47.997638888888893)
184,POINT (40.564305555555556 47.997916666666669)
184,POINT (40.564305555555556 47.998194444444444)
183,POINT (40.564305555555556 47.998472222222226)
182,POINT (40.564305555555556 47.99875)
182,POINT (40.564305555555556 47.999027777777783)
181,POINT (40.564305555555556 47.999305555555559)
181,POINT (40.564305555555556 47.999583333333334)
179,POINT (40.564305555555556 47.999861111111116)
175,POINT (40.564305555555556 48.000972222222224)
175,POINT (40.564305555555556 48.00125)
174,POINT (40.564305555555556 48.001527777777781)
172,POINT (40.564305555555556 48.001805555555556)
172,POINT (40.564305555555556 48.002083333333339)
172,POINT (40.564305555555556 48.002361111111114)
171,POINT (40.564305555555556 48.002638888888889)
170,POINT (40.564305555555556 48.002916666666671)
172,POINT (40.564305555555556 48.003194444444446)
172,POINT (40.564305555555556 48.003472222222221)
173,POINT (40.564305555555556 48.003750000000004)
174,POINT (40.564305555555556 48.004027777777779)
174,POINT (40.564305555555556 48.004305555555561)
174,POINT (40.564305555555556 48.004583333333336)
176,POINT (40.564305555555556 48.004861111111111)
177,POINT (40.564305555555556 48.005138888888894)
178,POINT (40.564305555555556 48.005416666666669)
180,POINT (40.564305555555556 48.005694444444444)
179,POINT (40.564305555555556 48.005972222222226)
179,POINT (40.564305555555556 48.00625)
178,POINT (40.564305555555556 48.006527777777777)
171,POINT (40.564583333333339 47.99125)
173,POINT (40.564583333333339 47.991527777777783)
173,POINT (40.564583333333339 47.991805555555558)
173,POINT (40.564583333333339 47.992083333333333)
174,POINT (40.564583333333339 47.992361111111116)
176,POINT (40.564583333333339 47.992638888888891)
177,POINT (40.564583333333339 47.992916666666666)
177,POINT (40.564583333333339 47.993194444444448)
178,POINT (40.564583333333339 47.993472222222223)
178,POINT (40.564583333333339 47.993750000000006)
178,POINT (40.564583333333339 47.994027777777781)
179,POINT (40.564583333333339 47.994305555555556)
179,POINT (40.564583333333339 47.994583333333338)
180,POINT (40.564583333333339 47.994861111111113)
180,POINT (40.564583333333339 47.995138888888889)
180,POINT (40.564583333333339 47.995416666666671)
182,POINT (40.564583333333339 47.995694444444446)
183,POINT (40.564583333333339 47.995972222222221)
183,POINT (40.564583333333339 47.99625)
183,POINT (40.564583333333339 47.996527777777779)
184,POINT (40.564583333333339 47.996805555555561)
184,POINT (40.564583333333339 47.997083333333336)
185,POINT (40.564583333333339 47.997361111111111)
184,POINT (40.564583333333339 47.997638888888893)
184,POINT (40.564583333333339 47.997916666666669)
184,POINT (40.564583333333339 47.998194444444444)
182,POINT (40.564583333333339 47.998472222222226)
182,POINT (40.564583333333339 47.99875)
181,POINT (40.564583333333339 47.999027777777783)
181,POINT (40.564583333333339 47.999305555555559)
180,POINT (40.564583333333339 47.999583333333334)
179,POINT (40.564583333333339 47.999861111111116)
175,POINT (40.564583333333339 48.000972222222224)
175,POINT (40.564583333333339 48.00125)
173,POINT (40.564583333333339 48.001527777777781)
172,POINT (40.564583333333339 48.001805555555556)
172,POINT (40.564583333333339 48.002083333333339)
172,POINT (40.564583333333339 48.002361111111114)
171,POINT (40.564583333333339 48.002638888888889)
171,POINT (40.564583333333339 48.002916666666671)
173,POINT (40.564583333333339 48.003194444444446)
172,POINT (40.564583333333339 48.003472222222221)
173,POINT (40.564583333333339 48.003750000000004)
175,POINT (40.564583333333339 48.004027777777779)
176,POINT (40.564583333333339 48.004305555555561)
176,POINT (40.564583333333339 48.004583333333336)
177,POINT (40.564583333333339 48.004861111111111)
178,POINT (40.564583333333339 48.005138888888894)
179,POINT (40.564583333333339 48.005416666666669)
180,POINT (40.564583333333339 48.005694444444444)
180,POINT (40.564583333333339 48.005972222222226)
179,POINT (40.564583333333339 48.00625)
178,POINT (40.564583333333339 48.006527777777777)
171,POINT (40.564861111111114 47.99125)
172,POINT (40.564861111111114 47.991527777777783)
173,POINT (40.564861111111114 47.991805555555558)
173,POINT (40.564861111111114 47.992083333333333)
174,POINT (40.564861111111114 47.992361111111116)
176,POINT (40.564861111111114 47.992638888888891)
177,POINT (40.564861111111114 47.992916666666666)
177,POINT (40.564861111111114 47.993194444444448)
178,POINT (40.564861111111114 47.993472222222223)
178,POINT (40.564861111111114 47.993750000000006)
178,POINT (40.564861111111114 47.994027777777781)
178,POINT (40.564861111111114 47.994305555555556)
179,POINT (40.564861111111114 47.994583333333338)
180,POINT (40.564861111111114 47.994861111111113)
180,POINT (40.564861111111114 47.995138888888889)
180,POINT (40.564861111111114 47.995416666666671)
182,POINT (40.564861111111114 47.995694444444446)
183,POINT (40.564861111111114 47.995972222222221)
184,POINT (40.564861111111114 47.99625)
184,POINT (40.564861111111114 47.996527777777779)
184,POINT (40.564861111111114 47.996805555555561)
184,POINT (40.564861111111114 47.997083333333336)
185,POINT (40.564861111111114 47.997361111111111)
184,POINT (40.564861111111114 47.997638888888893)
184,POINT (40.564861111111114 47.997916666666669)
184,POINT (40.564861111111114 47.998194444444444)
183,POINT (40.564861111111114 47.998472222222226)
182,POINT (40.564861111111114 47.99875)
181,POINT (40.564861111111114 47.999027777777783)
180,POINT (40.564861111111114 47.999305555555559)
180,POINT (40.564861111111114 47.999583333333334)
179,POINT (40.564861111111114 47.999861111111116)
175,POINT (40.564861111111114 48.000972222222224)
174,POINT (40.564861111111114 48.00125)
173,POINT (40.564861111111114 48.001527777777781)
171,POINT (40.564861111111114 48.001805555555556)
171,POINT (40.564861111111114 48.002083333333339)
172,POINT (40.564861111111114 48.002361111111114)
172,POINT (40.564861111111114 48.002638888888889)
172,POINT (40.564861111111114 48.002916666666671)
173,POINT (40.564861111111114 48.003194444444446)
173,POINT (40.564861111111114 48.003472222222221)
173,POINT (40.564861111111114 48.003750000000004)
175,POINT (40.564861111111114 48.004027777777779)
177,POINT (40.564861111111114 48.004305555555561)
177,POINT (40.564861111111114 48.004583333333336)
178,POINT (40.564861111111114 48.004861111111111)
179,POINT (40.564861111111114 48.005138888888894)
179,POINT (40.564861111111114 48.005416666666669)
180,POINT (40.564861111111114 48.005694444444444)
180,POINT (40.564861111111114 48.005972222222226)
179,POINT (40.564861111111114 48.00625)
178,POINT (40.564861111111114 48.006527777777777)
172,POINT (40.565138888888889 47.99125)
173,POINT (40.565138888888889 47.991527777777783)
172,POINT (40.565138888888889 47.991805555555558)
173,POINT (40.565138888888889 47.992083333333333)
173,POINT (40.565138888888889 47.992361111111116)
175,POINT (40.565138888888889 47.992638888888891)
176,POINT (40.565138888888889 47.992916666666666)
177,POINT (40.565138888888889 47.993194444444448)
178,POINT (40.565138888888889 47.993472222222223)
178,POINT (40.565138888888889 47.993750000000006)
178,POINT (40.565138888888889 47.994027777777781)
178,POINT (40.565138888888889 47.994305555555556)
179,POINT (40.565138888888889 47.994583333333338)
181,POINT (40.565138888888889 47.994861111111113)
180,POINT (40.565138888888889 47.995138888888889)
180,POINT (40.565138888888889 47.995416666666671)
182,POINT (40.565138888888889 47.995694444444446)
183,POINT (40.565138888888889 47.995972222222221)
184,POINT (40.565138888888889 47.99625)
184,POINT (40.565138888888889 47.996527777777779)
184,POINT (40.565138888888889 47.996805555555561)
185,POINT (40.565138888888889 47.997083333333336)
186,POINT (40.565138888888889 47.997361111111111)
185,POINT (40.565138888888889 47.997638888888893)
184,POINT (40.565138888888889 47.997916666666669)
184,POINT (40.565138888888889 47.998194444444444)
183,POINT (40.565138888888889 47.998472222222226)
183,POINT (40.565138888888889 47.99875)
182,POINT (40.565138888888889 47.999027777777783)
181,POINT (40.565138888888889 47.999305555555559)
180,POINT (40.565138888888889 47.999583333333334)
179,POINT (40.565138888888889 47.999861111111116)
174,POINT (40.565138888888889 48.000972222222224)
174,POINT (40.565138888888889 48.00125)
173,POINT (40.565138888888889 48.001527777777781)
171,POINT (40.565138888888889 48.001805555555556)
171,POINT (40.565138888888889 48.002083333333339)
172,POINT (40.565138888888889 48.002361111111114)
172,POINT (40.565138888888889 48.002638888888889)
172,POINT (40.565138888888889 48.002916666666671)
173,POINT (40.565138888888889 48.003194444444446)
174,POINT (40.565138888888889 48.003472222222221)
174,POINT (40.565138888888889 48.003750000000004)
176,POINT (40.565138888888889 48.004027777777779)
178,POINT (40.565138888888889 48.004305555555561)
179,POINT (40.565138888888889 48.004583333333336)
179,POINT (40.565138888888889 48.004861111111111)
180,POINT (40.565138888888889 48.005138888888894)
180,POINT (40.565138888888889 48.005416666666669)
179,POINT (40.565138888888889 48.005694444444444)
179,POINT (40.565138888888889 48.005972222222226)
179,POINT (40.565138888888889 48.00625)
179,POINT (40.565138888888889 48.006527777777777)
172,POINT (40.565416666666671 47.99125)
173,POINT (40.565416666666671 47.991527777777783)
172,POINT (40.565416666666671 47.991805555555558)
172,POINT (40.565416666666671 47.992083333333333)
173,POINT (40.565416666666671 47.992361111111116)
175,POINT (40.565416666666671 47.992638888888891)
176,POINT (40.565416666666671 47.992916666666666)
177,POINT (40.565416666666671 47.993194444444448)
178,POINT (40.565416666666671 47.993472222222223)
178,POINT (40.565416666666671 47.993750000000006)
177,POINT (40.565416666666671 47.994027777777781)
178,POINT (40.565416666666671 47.994305555555556)
180,POINT (40.565416666666671 47.994583333333338)
181,POINT (40.565416666666671 47.994861111111113)
180,POINT (40.565416666666671 47.995138888888889)
180,POINT (40.565416666666671 47.995416666666671)
181,POINT (40.565416666666671 47.995694444444446)
183,POINT (40.565416666666671 47.995972222222221)
184,POINT (40.565416666666671 47.99625)
185,POINT (40.565416666666671 47.996527777777779)
184,POINT (40.565416666666671 47.996805555555561)
185,POINT (40.565416666666671 47.997083333333336)
186,POINT (40.565416666666671 47.997361111111111)
185,POINT (40.565416666666671 47.997638888888893)
184,POINT (40.565416666666671 47.997916666666669)
184,POINT (40.565416666666671 47.998194444444444)
183,POINT (40.565416666666671 47.998472222222226)
183,POINT (40.565416666666671 47.99875)
182,POINT (40.565416666666671 47.999027777777783)
181,POINT (40.565416666666671 47.999305555555559)
180,POINT (40.565416666666671 47.999583333333334)
179,POINT (40.565416666666671 47.999861111111116)
174,POINT (40.565416666666671 48.000972222222224)
174,POINT (40.565416666666671 48.00125)
173,POINT (40.565416666666671 48.001527777777781)
172,POINT (40.565416666666671 48.001805555555556)
172,POINT (40.565416666666671 48.002083333333339)
173,POINT (40.565416666666671 48.002361111111114)
172,POINT (40.565416666666671 48.002638888888889)
173,POINT (40.565416666666671 48.002916666666671)
174,POINT (40.565416666666671 48.003194444444446)
175,POINT (40.565416666666671 48.003472222222221)
175,POINT (40.565416666666671 48.003750000000004)
176,POINT (40.565416666666671 48.004027777777779)
178,POINT (40.565416666666671 48.004305555555561)
179,POINT (40.565416666666671 48.004583333333336)
180,POINT (40.565416666666671 48.004861111111111)
180,POINT (40.565416666666671 48.005138888888894)
180,POINT (40.565416666666671 48.005416666666669)
179,POINT (40.565416666666671 48.005694444444444)
179,POINT (40.565416666666671 48.005972222222226)
179,POINT (40.565416666666671 48.00625)
179,POINT (40.565416666666671 48.006527777777777)
172,POINT (40.565694444444446 47.99125)
173,POINT (40.565694444444446 47.991527777777783)
172,POINT (40.565694444444446 47.991805555555558)
173,POINT (40.565694444444446 47.992083333333333)
174,POINT (40.565694444444446 47.992361111111116)
175,POINT (40.565694444444446 47.992638888888891)
176,POINT (40.565694444444446 47.992916666666666)
177,POINT (40.565694444444446 47.993194444444448)
178,POINT (40.565694444444446 47.993472222222223)
177,POINT (40.565694444444446 47.993750000000006)
177,POINT (40.565694444444446 47.994027777777781)
178,POINT (40.565694444444446 47.994305555555556)
180,POINT (40.565694444444446 47.994583333333338)
181,POINT (40.565694444444446 47.994861111111113)
180,POINT (40.565694444444446 47.995138888888889)
180,POINT (40.565694444444446 47.995416666666671)
181,POINT (40.565694444444446 47.995694444444446)
183,POINT (40.565694444444446 47.995972222222221)
184,POINT (40.565694444444446 47.99625)
185,POINT (40.565694444444446 47.996527777777779)
185,POINT (40.565694444444446 47.996805555555561)
185,POINT (40.565694444444446 47.997083333333336)
186,POINT (40.565694444444446 47.997361111111111)
185,POINT (40.565694444444446 47.997638888888893)
185,POINT (40.565694444444446 47.997916666666669)
184,POINT (40.565694444444446 47.998194444444444)
183,POINT (40.565694444444446 47.998472222222226)
182,POINT (40.565694444444446 47.99875)
182,POINT (40.565694444444446 47.999027777777783)
181,POINT (40.565694444444446 47.999305555555559)
180,POINT (40.565694444444446 47.999583333333334)
178,POINT (40.565694444444446 47.999861111111116)
174,POINT (40.565694444444446 48.000972222222224)
174,POINT (40.565694444444446 48.00125)
173,POINT (40.565694444444446 48.001527777777781)
172,POINT (40.565694444444446 48.001805555555556)
173,POINT (40.565694444444446 48.002083333333339)
173,POINT (40.565694444444446 48.002361111111114)
173,POINT (40.565694444444446 48.002638888888889)
173,POINT (40.565694444444446 48.002916666666671)
174,POINT (40.565694444444446 48.003194444444446)
175,POINT (40.565694444444446 48.003472222222221)
175,POINT (40.565694444444446 48.003750000000004)
177,POINT (40.565694444444446 48.004027777777779)
179,POINT (40.565694444444446 48.004305555555561)
179,POINT (40.565694444444446 48.004583333333336)
180,POINT (40.565694444444446 48.004861111111111)
181,POINT (40.565694444444446 48.005138888888894)
181,POINT (40.565694444444446 48.005416666666669)
180,POINT (40.565694444444446 48.005694444444444)
178,POINT (40.565694444444446 48.005972222222226)
178,POINT (40.565694444444446 48.00625)
179,POINT (40.565694444444446 48.006527777777777)
172,POINT (40.565972222222221 47.99125)
173,POINT (40.565972222222221 47.991527777777783)
173,POINT (40.565972222222221 47.991805555555558)
173,POINT (40.565972222222221 47.992083333333333)
175,POINT (40.565972222222221 47.992361111111116)
176,POINT (40.565972222222221 47.992638888888891)
176,POINT (40.565972222222221 47.992916666666666)
177,POINT (40.565972222222221 47.993194444444448)
177,POINT (40.565972222222221 47.993472222222223)
177,POINT (40.565972222222221 47.993750000000006)
178,POINT (40.565972222222221 47.994027777777781)
179,POINT (40.565972222222221 47.994305555555556)
180,POINT (40.565972222222221 47.994583333333338)
181,POINT (40.565972222222221 47.994861111111113)
180,POINT (40.565972222222221 47.995138888888889)
180,POINT (40.565972222222221 47.995416666666671)
181,POINT (40.565972222222221 47.995694444444446)
183,POINT (40.565972222222221 47.995972222222221)
184,POINT (40.565972222222221 47.99625)
185,POINT (40.565972222222221 47.996527777777779)
185,POINT (40.565972222222221 47.996805555555561)
186,POINT (40.565972222222221 47.997083333333336)
186,POINT (40.565972222222221 47.997361111111111)
185,POINT (40.565972222222221 47.997638888888893)
185,POINT (40.565972222222221 47.997916666666669)
184,POINT (40.565972222222221 47.998194444444444)
182,POINT (40.565972222222221 47.998472222222226)
182,POINT (40.565972222222221 47.99875)
182,POINT (40.565972222222221 47.999027777777783)
181,POINT (40.565972222222221 47.999305555555559)
180,POINT (40.565972222222221 47.999583333333334)
178,POINT (40.565972222222221 47.999861111111116)
174,POINT (40.565972222222221 48.000972222222224)
174,POINT (40.565972222222221 48.00125)
174,POINT (40.565972222222221 48.001527777777781)
173,POINT (40.565972222222221 48.001805555555556)
173,POINT (40.565972222222221 48.002083333333339)
173,POINT (40.565972222222221 48.002361111111114)
173,POINT (40.565972222222221 48.002638888888889)
174,POINT (40.565972222222221 48.002916666666671)
175,POINT (40.565972222222221 48.003194444444446)
175,POINT (40.565972222222221 48.003472222222221)
175,POINT (40.565972222222221 48.003750000000004)
177,POINT (40.565972222222221 48.004027777777779)
179,POINT (40.565972222222221 48.004305555555561)
180,POINT (40.565972222222221 48.004583333333336)
180,POINT (40.565972222222221 48.004861111111111)
182,POINT (40.565972222222221 48.005138888888894)
182,POINT (40.565972222222221 48.005416666666669)
181,POINT (40.565972222222221 48.005694444444444)
179,POINT (40.565972222222221 48.005972222222226)
178,POINT (40.565972222222221 48.00625)
179,POINT (40.565972222222221 48.006527777777777)
173,POINT (40.566250000000004 47.99125)
174,POINT (40.566250000000004 47.991527777777783)
174,POINT (40.566250000000004 47.991805555555558)
174,POINT (40.566250000000004 47.992083333333333)
175,POINT (40.566250000000004 47.992361111111116)
176,POINT (40.566250000000004 47.992638888888891)
177,POINT (40.566250000000004 47.992916666666666)
177,POINT (40.566250000000004 47.993194444444448)
178,POINT (40.566250000000004 47.993472222222223)
178,POINT (40.566250000000004 47.993750000000006)
178,POINT (40.566250000000004 47.994027777777781)
179,POINT (40.566250000000004 47.994305555555556)
