elevation,pps
173,POINT (40.557638888888889 47.994027777777781)
175,POINT (40.557638888888889 47.994305555555556)
175,POINT (40.557638888888889 47.994583333333338)
176,POINT (40.557638888888889 47.994861111111113)
176,POINT (40.557638888888889 47.995138888888889)
176,POINT (40.557638888888889 47.995416666666671)
177,POINT (40.557638888888889 47.995694444444446)
177,POINT (40.557638888888889 47.995972222222221)
178,POINT (40.557638888888889 47.99625)
178,POINT (40.557638888888889 47.996527777777779)
177,POINT (40.557638888888889 47.996805555555561)
176,POINT (40.557638888888889 47.997083333333336)
175,POINT (40.557638888888889 47.997361111111111)
174,POINT (40.557638888888889 47.997638888888893)
174,POINT (40.557638888888889 47.997916666666669)
173,POINT (40.557638888888889 47.998194444444444)
173,POINT (40.557638888888889 47.998472222222226)
173,POINT (40.557638888888889 47.99875)
174,POINT (40.557638888888889 47.999027777777783)
173,POINT (40.557638888888889 47.999305555555559)
172,POINT (40.557638888888889 47.999583333333334)
171,POINT (40.557638888888889 47.999861111111116)
168,POINT (40.557638888888889 48.000972222222224)
168,POINT (40.557638888888889 48.00125)
168,POINT (40.557638888888889 48.001527777777781)
167,POINT (40.557638888888889 48.001805555555556)
166,POINT (40.557638888888889 48.002083333333339)
165,POINT (40.557638888888889 48.002361111111114)
164,POINT (40.557638888888889 48.002638888888889)
164,POINT (40.557638888888889 48.002916666666671)
163,POINT (40.557638888888889 48.003194444444446)
162,POINT (40.557638888888889 48.003472222222221)
162,POINT (40.557638888888889 48.003750000000004)
163,POINT (40.557638888888889 48.004027777777779)
163,POINT (40.557638888888889 48.004305555555561)
163,POINT (40.557638888888889 48.004583333333336)
163,POINT (40.557638888888889 48.004861111111111)
165,POINT (40.557638888888889 48.005138888888894)
166,POINT (40.557638888888889 48.005416666666669)
168,POINT (40.557638888888889 48.005694444444444)
169,POINT (40.557638888888889 48.005972222222226)
169,POINT (40.557638888888889 48.00625)
170,POINT (40.557638888888889 48.006527777777777)
165,POINT (40.557916666666671 47.99125)
167,POINT (40.557916666666671 47.991527777777783)
168,POINT (40.557916666666671 47.991805555555558)
168,POINT (40.557916666666671 47.992083333333333)
169,POINT (40.557916666666671 47.992361111111116)
169,POINT (40.557916666666671 47.992638888888891)
170,POINT (40.557916666666671 47.992916666666666)
171,POINT (40.557916666666671 47.993194444444448)
171,POINT (40.557916666666671 47.993472222222223)
172,POINT (40.557916666666671 47.993750000000006)
173,POINT (40.557916666666671 47.994027777777781)
174,POINT (40.557916666666671 47.994305555555556)
175,POINT (40.557916666666671 47.994583333333338)
176,POINT (40.557916666666671 47.994861111111113)
175,POINT (40.557916666666671 47.995138888888889)
176,POINT (40.557916666666671 47.995416666666671)
177,POINT (40.557916666666671 47.995694444444446)
178,POINT (40.557916666666671 47.995972222222221)
178,POINT (40.557916666666671 47.99625)
178,POINT (40.557916666666671 47.996527777777779)
177,POINT (40.557916666666671 47.996805555555561)
177,POINT (40.557916666666671 47.997083333333336)
176,POINT (40.557916666666671 47.997361111111111)
174,POINT (40.557916666666671 47.997638888888893)
174,POINT (40.557916666666671 47.997916666666669)
174,POINT (40.557916666666671 47.998194444444444)
174,POINT (40.557916666666671 47.998472222222226)
174,POINT (40.557916666666671 47.99875)
174,POINT (40.557916666666671 47.999027777777783)
173,POINT (40.557916666666671 47.999305555555559)
172,POINT (40.557916666666671 47.999583333333334)
171,POINT (40.557916666666671 47.999861111111116)
168,POINT (40.557916666666671 48.000972222222224)
168,POINT (40.557916666666671 48.00125)
168,POINT (40.557916666666671 48.001527777777781)
166,POINT (40.557916666666671 48.001805555555556)
166,POINT (40.557916666666671 48.002083333333339)
165,POINT (40.557916666666671 48.002361111111114)
164,POINT (40.557916666666671 48.002638888888889)
163,POINT (40.557916666666671 48.002916666666671)
163,POINT (40.557916666666671 48.003194444444446)
162,POINT (40.557916666666671 48.003472222222221)
162,POINT (40.557916666666671 48.003750000000004)
162,POINT (40.557916666666671 48.004027777777779)
163,POINT (40.557916666666671 48.004305555555561)
163,POINT (40.557916666666671 48.004583333333336)
163,POINT (40.557916666666671 48.004861111111111)
165,POINT (40.557916666666671 48.005138888888894)
167,POINT (40.557916666666671 48.005416666666669)
169,POINT (40.557916666666671 48.005694444444444)
171,POINT (40.557916666666671 48.005972222222226)
171,POINT (40.557916666666671 48.00625)
171,POINT (40.557916666666671 48.006527777777777)
165,POINT (40.558194444444446 47.99125)
167,POINT (40.558194444444446 47.991527777777783)
168,POINT (40.558194444444446 47.991805555555558)
168,POINT (40.558194444444446 47.992083333333333)
168,POINT (40.558194444444446 47.992361111111116)
169,POINT (40.558194444444446 47.992638888888891)
169,POINT (40.558194444444446 47.992916666666666)
170,POINT (40.558194444444446 47.993194444444448)
171,POINT (40.558194444444446 47.993472222222223)
171,POINT (40.558194444444446 47.993750000000006)
172,POINT (40.558194444444446 47.994027777777781)
173,POINT (40.558194444444446 47.994305555555556)
174,POINT (40.558194444444446 47.994583333333338)
175,POINT (40.558194444444446 47.994861111111113)
175,POINT (40.558194444444446 47.995138888888889)
175,POINT (40.558194444444446 47.995416666666671)
177,POINT (40.558194444444446 47.995694444444446)
178,POINT (40.558194444444446 47.995972222222221)
178,POINT (40.558194444444446 47.99625)
178,POINT (40.558194444444446 47.996527777777779)
178,POINT (40.558194444444446 47.996805555555561)
177,POINT (40.558194444444446 47.997083333333336)
176,POINT (40.558194444444446 47.997361111111111)
174,POINT (40.558194444444446 47.997638888888893)
174,POINT (40.558194444444446 47.997916666666669)
174,POINT (40.558194444444446 47.998194444444444)
174,POINT (40.558194444444446 47.998472222222226)
174,POINT (40.558194444444446 47.99875)
174,POINT (40.558194444444446 47.999027777777783)
174,POINT (40.558194444444446 47.999305555555559)
172,POINT (40.558194444444446 47.999583333333334)
171,POINT (40.558194444444446 47.999861111111116)
168,POINT (40.558194444444446 48.000972222222224)
168,POINT (40.558194444444446 48.00125)
168,POINT (40.558194444444446 48.001527777777781)
166,POINT (40.558194444444446 48.001805555555556)
165,POINT (40.558194444444446 48.002083333333339)
164,POINT (40.558194444444446 48.002361111111114)
163,POINT (40.558194444444446 48.002638888888889)
163,POINT (40.558194444444446 48.002916666666671)
163,POINT (40.558194444444446 48.003194444444446)
162,POINT (40.558194444444446 48.003472222222221)
162,POINT (40.558194444444446 48.003750000000004)
163,POINT (40.558194444444446 48.004027777777779)
163,POINT (40.558194444444446 48.004305555555561)
163,POINT (40.558194444444446 48.004583333333336)
164,POINT (40.558194444444446 48.004861111111111)
166,POINT (40.558194444444446 48.005138888888894)
168,POINT (40.558194444444446 48.005416666666669)
170,POINT (40.558194444444446 48.005694444444444)
172,POINT (40.558194444444446 48.005972222222226)
172,POINT (40.558194444444446 48.00625)
172,POINT (40.558194444444446 48.006527777777777)
165,POINT (40.558472222222221 47.99125)
167,POINT (40.558472222222221 47.991527777777783)
167,POINT (40.558472222222221 47.991805555555558)
167,POINT (40.558472222222221 47.992083333333333)
168,POINT (40.558472222222221 47.992361111111116)
169,POINT (40.558472222222221 47.992638888888891)
169,POINT (40.558472222222221 47.992916666666666)
170,POINT (40.558472222222221 47.993194444444448)
170,POINT (40.558472222222221 47.993472222222223)
171,POINT (40.558472222222221 47.993750000000006)
172,POINT (40.558472222222221 47.994027777777781)
173,POINT (40.558472222222221 47.994305555555556)
174,POINT (40.558472222222221 47.994583333333338)
175,POINT (40.558472222222221 47.994861111111113)
175,POINT (40.558472222222221 47.995138888888889)
176,POINT (40.558472222222221 47.995416666666671)
177,POINT (40.558472222222221 47.995694444444446)
178,POINT (40.558472222222221 47.995972222222221)
179,POINT (40.558472222222221 47.99625)
179,POINT (40.558472222222221 47.996527777777779)
178,POINT (40.558472222222221 47.996805555555561)
177,POINT (40.558472222222221 47.997083333333336)
176,POINT (40.558472222222221 47.997361111111111)
174,POINT (40.558472222222221 47.997638888888893)
174,POINT (40.558472222222221 47.997916666666669)
174,POINT (40.558472222222221 47.998194444444444)
174,POINT (40.558472222222221 47.998472222222226)
174,POINT (40.558472222222221 47.99875)
175,POINT (40.558472222222221 47.999027777777783)
174,POINT (40.558472222222221 47.999305555555559)
172,POINT (40.558472222222221 47.999583333333334)
171,POINT (40.558472222222221 47.999861111111116)
170,POINT (40.558472222222221 48.000972222222224)
169,POINT (40.558472222222221 48.00125)
168,POINT (40.558472222222221 48.001527777777781)
166,POINT (40.558472222222221 48.001805555555556)
164,POINT (40.558472222222221 48.002083333333339)
163,POINT (40.558472222222221 48.002361111111114)
163,POINT (40.558472222222221 48.002638888888889)
163,POINT (40.558472222222221 48.002916666666671)
163,POINT (40.558472222222221 48.003194444444446)
163,POINT (40.558472222222221 48.003472222222221)
163,POINT (40.558472222222221 48.003750000000004)
163,POINT (40.558472222222221 48.004027777777779)
164,POINT (40.558472222222221 48.004305555555561)
164,POINT (40.558472222222221 48.004583333333336)
164,POINT (40.558472222222221 48.004861111111111)
167,POINT (40.558472222222221 48.005138888888894)
169,POINT (40.558472222222221 48.005416666666669)
171,POINT (40.558472222222221 48.005694444444444)
173,POINT (40.558472222222221 48.005972222222226)
173,POINT (40.558472222222221 48.00625)
173,POINT (40.558472222222221 48.006527777777777)
165,POINT (40.55875 47.99125)
166,POINT (40.55875 47.991527777777783)
167,POINT (40.55875 47.991805555555558)
168,POINT (40.55875 47.992083333333333)
169,POINT (40.55875 47.992361111111116)
169,POINT (40.55875 47.992638888888891)
170,POINT (40.55875 47.992916666666666)
170,POINT (40.55875 47.993194444444448)
170,POINT (40.55875 47.993472222222223)
170,POINT (40.55875 47.993750000000006)
171,POINT (40.55875 47.994027777777781)
173,POINT (40.55875 47.994305555555556)
174,POINT (40.55875 47.994583333333338)
175,POINT (40.55875 47.994861111111113)
176,POINT (40.55875 47.995138888888889)
176,POINT (40.55875 47.995416666666671)
177,POINT (40.55875 47.995694444444446)
179,POINT (40.55875 47.995972222222221)
179,POINT (40.55875 47.99625)
179,POINT (40.55875 47.996527777777779)
178,POINT (40.55875 47.996805555555561)
177,POINT (40.55875 47.997083333333336)
176,POINT (40.55875 47.997361111111111)
174,POINT (40.55875 47.997638888888893)
174,POINT (40.55875 47.997916666666669)
174,POINT (40.55875 47.998194444444444)
174,POINT (40.55875 47.998472222222226)
174,POINT (40.55875 47.99875)
175,POINT (40.55875 47.999027777777783)
174,POINT (40.55875 47.999305555555559)
173,POINT (40.55875 47.999583333333334)
172,POINT (40.55875 47.999861111111116)
171,POINT (40.55875 48.000972222222224)
170,POINT (40.55875 48.00125)
168,POINT (40.55875 48.001527777777781)
166,POINT (40.55875 48.001805555555556)
164,POINT (40.55875 48.002083333333339)
163,POINT (40.55875 48.002361111111114)
163,POINT (40.55875 48.002638888888889)
164,POINT (40.55875 48.002916666666671)
164,POINT (40.55875 48.003194444444446)
164,POINT (40.55875 48.003472222222221)
163,POINT (40.55875 48.003750000000004)
163,POINT (40.55875 48.004027777777779)
164,POINT (40.55875 48.004305555555561)
165,POINT (40.55875 48.004583333333336)
165,POINT (40.55875 48.004861111111111)
167,POINT (40.55875 48.005138888888894)
169,POINT (40.55875 48.005416666666669)
171,POINT (40.55875 48.005694444444444)
173,POINT (40.55875 48.005972222222226)
174,POINT (40.55875 48.00625)
174,POINT (40.55875 48.006527777777777)
166,POINT (40.559027777777779 47.99125)
167,POINT (40.559027777777779 47.991527777777783)
168,POINT (40.559027777777779 47.991805555555558)
169,POINT (40.559027777777779 47.992083333333333)
169,POINT (40.559027777777779 47.992361111111116)
170,POINT (40.559027777777779 47.992638888888891)
170,POINT (40.559027777777779 47.992916666666666)
170,POINT (40.559027777777779 47.993194444444448)
170,POINT (40.559027777777779 47.993472222222223)
170,POINT (40.559027777777779 47.993750000000006)
171,POINT (40.559027777777779 47.994027777777781)
173,POINT (40.559027777777779 47.994305555555556)
174,POINT (40.559027777777779 47.994583333333338)
175,POINT (40.559027777777779 47.994861111111113)
176,POINT (40.559027777777779 47.995138888888889)
176,POINT (40.559027777777779 47.995416666666671)
177,POINT (40.559027777777779 47.995694444444446)
178,POINT (40.559027777777779 47.995972222222221)
179,POINT (40.559027777777779 47.99625)
179,POINT (40.559027777777779 47.996527777777779)
179,POINT (40.559027777777779 47.996805555555561)
177,POINT (40.559027777777779 47.997083333333336)
176,POINT (40.559027777777779 47.997361111111111)
175,POINT (40.559027777777779 47.997638888888893)
175,POINT (40.559027777777779 47.997916666666669)
174,POINT (40.559027777777779 47.998194444444444)
173,POINT (40.559027777777779 47.998472222222226)
174,POINT (40.559027777777779 47.99875)
174,POINT (40.559027777777779 47.999027777777783)
174,POINT (40.559027777777779 47.999305555555559)
174,POINT (40.559027777777779 47.999583333333334)
173,POINT (40.559027777777779 47.999861111111116)
172,POINT (40.559027777777779 48.000972222222224)
171,POINT (40.559027777777779 48.00125)
169,POINT (40.559027777777779 48.001527777777781)
166,POINT (40.559027777777779 48.001805555555556)
165,POINT (40.559027777777779 48.002083333333339)
164,POINT (40.559027777777779 48.002361111111114)
164,POINT (40.559027777777779 48.002638888888889)
164,POINT (40.559027777777779 48.002916666666671)
164,POINT (40.559027777777779 48.003194444444446)
164,POINT (40.559027777777779 48.003472222222221)
164,POINT (40.559027777777779 48.003750000000004)
164,POINT (40.559027777777779 48.004027777777779)
165,POINT (40.559027777777779 48.004305555555561)
165,POINT (40.559027777777779 48.004583333333336)
166,POINT (40.559027777777779 48.004861111111111)
167,POINT (40.559027777777779 48.005138888888894)
169,POINT (40.559027777777779 48.005416666666669)
171,POINT (40.559027777777779 48.005694444444444)
173,POINT (40.559027777777779 48.005972222222226)
174,POINT (40.559027777777779 48.00625)
175,POINT (40.559027777777779 48.006527777777777)
167,POINT (40.559305555555561 47.99125)
168,POINT (40.559305555555561 47.991527777777783)
169,POINT (40.559305555555561 47.991805555555558)
170,POINT (40.559305555555561 47.992083333333333)
170,POINT (40.559305555555561 47.992361111111116)
170,POINT (40.559305555555561 47.992638888888891)
170,POINT (40.559305555555561 47.992916666666666)
170,POINT (40.559305555555561 47.993194444444448)
170,POINT (40.559305555555561 47.993472222222223)
171,POINT (40.559305555555561 47.993750000000006)
172,POINT (40.559305555555561 47.994027777777781)
173,POINT (40.559305555555561 47.994305555555556)
174,POINT (40.559305555555561 47.994583333333338)
175,POINT (40.559305555555561 47.994861111111113)
176,POINT (40.559305555555561 47.995138888888889)
176,POINT (40.559305555555561 47.995416666666671)
177,POINT (40.559305555555561 47.995694444444446)
178,POINT (40.559305555555561 47.995972222222221)
179,POINT (40.559305555555561 47.99625)
179,POINT (40.559305555555561 47.996527777777779)
179,POINT (40.559305555555561 47.996805555555561)
178,POINT (40.559305555555561 47.997083333333336)
177,POINT (40.559305555555561 47.997361111111111)
177,POINT (40.559305555555561 47.997638888888893)
176,POINT (40.559305555555561 47.997916666666669)
174,POINT (40.559305555555561 47.998194444444444)
173,POINT (40.559305555555561 47.998472222222226)
173,POINT (40.559305555555561 47.99875)
173,POINT (40.559305555555561 47.999027777777783)
175,POINT (40.559305555555561 47.999305555555559)
175,POINT (40.559305555555561 47.999583333333334)
175,POINT (40.559305555555561 47.999861111111116)
173,POINT (40.559305555555561 48.000972222222224)
172,POINT (40.559305555555561 48.00125)
170,POINT (40.559305555555561 48.001527777777781)
168,POINT (40.559305555555561 48.001805555555556)
167,POINT (40.559305555555561 48.002083333333339)
166,POINT (40.559305555555561 48.002361111111114)
165,POINT (40.559305555555561 48.002638888888889)
164,POINT (40.559305555555561 48.002916666666671)
164,POINT (40.559305555555561 48.003194444444446)
164,POINT (40.559305555555561 48.003472222222221)
164,POINT (40.559305555555561 48.003750000000004)
164,POINT (40.559305555555561 48.004027777777779)
165,POINT (40.559305555555561 48.004305555555561)
166,POINT (40.559305555555561 48.004583333333336)
167,POINT (40.559305555555561 48.004861111111111)
167,POINT (40.559305555555561 48.005138888888894)
169,POINT (40.559305555555561 48.005416666666669)
171,POINT (40.559305555555561 48.005694444444444)
173,POINT (40.559305555555561 48.005972222222226)
174,POINT (40.559305555555561 48.00625)
175,POINT (40.559305555555561 48.006527777777777)
169,POINT (40.559583333333336 47.99125)
170,POINT (40.559583333333336 47.991527777777783)
170,POINT (40.559583333333336 47.991805555555558)
171,POINT (40.559583333333336 47.992083333333333)
171,POINT (40.559583333333336 47.992361111111116)
170,POINT (40.559583333333336 47.992638888888891)
170,POINT (40.559583333333336 47.992916666666666)
170,POINT (40.559583333333336 47.993194444444448)
171,POINT (40.559583333333336 47.993472222222223)
171,POINT (40.559583333333336 47.993750000000006)
172,POINT (40.559583333333336 47.994027777777781)
174,POINT (40.559583333333336 47.994305555555556)
174,POINT (40.559583333333336 47.994583333333338)
175,POINT (40.559583333333336 47.994861111111113)
176,POINT (40.559583333333336 47.995138888888889)
177,POINT (40.559583333333336 47.995416666666671)
178,POINT (40.559583333333336 47.995694444444446)
178,POINT (40.559583333333336 47.995972222222221)
179,POINT (40.559583333333336 47.99625)
179,POINT (40.559583333333336 47.996527777777779)
179,POINT (40.559583333333336 47.996805555555561)
178,POINT (40.559583333333336 47.997083333333336)
177,POINT (40.559583333333336 47.997361111111111)
178,POINT (40.559583333333336 47.997638888888893)
177,POINT (40.559583333333336 47.997916666666669)
176,POINT (40.559583333333336 47.998194444444444)
174,POINT (40.559583333333336 47.998472222222226)
173,POINT (40.559583333333336 47.99875)
174,POINT (40.559583333333336 47.999027777777783)
175,POINT (40.559583333333336 47.999305555555559)
176,POINT (40.559583333333336 47.999583333333334)
175,POINT (40.559583333333336 47.999861111111116)
174,POINT (40.559583333333336 48.000972222222224)
172,POINT (40.559583333333336 48.00125)
170,POINT (40.559583333333336 48.001527777777781)
169,POINT (40.559583333333336 48.001805555555556)
168,POINT (40.559583333333336 48.002083333333339)
167,POINT (40.559583333333336 48.002361111111114)
166,POINT (40.559583333333336 48.002638888888889)
